iShares S&P Small-Cap 600 Value ETF
Fund Holdings as of,"Apr 08, 2026"
Inception Date,"Jul 24, 2000"
Shares Outstanding,"60,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"ROG","ROGERS CORP","EQUITY","Information Technology","Equity","17,335,865.34","17,335,865.34","151,989.00","114.06","United States","NYSE","USD","1.00","USD","-","0.23","0.24"
"WERN","WERNER ENTERPRISES INC","EQUITY","Industrials","Equity","17,290,925.96","17,290,925.96","544,082.00","31.78","United States","NASDAQ","USD","1.00","USD","-","0.23","0.24"
"ALG","ALAMO GROUP INC","EQUITY","Industrials","Equity","17,275,989.60","17,275,989.60","97,992.00","176.30","United States","NYSE","USD","1.00","USD","-","0.23","0.24"
"GNL","GLOBAL NET LEASE INC","EQUITY","Real Estate","Equity","17,114,239.85","17,114,239.85","1,792,067.00","9.55","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"TALO","TALOS ENERGY INC","EQUITY","Energy","Equity","17,064,779.84","17,064,779.84","1,143,752.00","14.92","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"IOSP","INNOSPEC INC","EQUITY","Materials","Equity","17,059,030.72","17,059,030.72","225,172.00","75.76","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","EQUITY","Consumer Discretionary","Equity","16,917,795.16","16,917,795.16","251,678.00","67.22","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"BKU","BANKUNITED INC","EQUITY","Financials","Equity","16,788,068.10","16,788,068.10","357,345.00","46.98","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","16,779,455.60","16,779,455.60","533,528.00","31.45","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"KAI","KADANT INC","EQUITY","Industrials","Equity","16,580,496.24","16,580,496.24","52,392.00","316.47","United States","NYSE","USD","1.00","USD","-","0.22","0.23"
"MRP","MILLROSE PROPERTIES INC CLASS A","EQUITY","Real Estate","Equity","16,560,187.56","16,560,187.56","574,209.00","28.84","United States","NYSE","USD","1.00","USD","-","0.22","0.23"
"ICHR","ICHOR HOLDINGS LTD","EQUITY","Information Technology","Equity","16,473,385.22","16,473,385.22","312,766.00","52.67","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"SEM","SELECT MEDICAL HOLDINGS CORP","EQUITY","Health Care","Equity","16,373,413.20","16,373,413.20","1,001,432.00","16.35","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"HP","HELMERICH & PAYNE INC","EQUITY","Energy","Equity","16,357,960.32","16,357,960.32","462,612.00","35.36","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"AVA","AVISTA CORP","EQUITY","Utilities","Equity","16,347,982.00","16,347,982.00","391,850.00","41.72","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"WU","WESTERN UNION","EQUITY","Financials","Equity","16,190,286.82","16,190,286.82","1,825,286.00","8.87","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"KWR","QUAKER HOUGHTON CORP","EQUITY","Materials","Equity","16,009,720.60","16,009,720.60","124,444.00","128.65","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","EQUITY","Real Estate","Equity","15,904,656.74","15,904,656.74","1,725,017.00","9.22","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"AGO","ASSURED GUARANTY LTD","EQUITY","Financials","Equity","15,712,652.80","15,712,652.80","188,854.00","83.20","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"WSFS","WSFS FINANCIAL CORP","EQUITY","Financials","Equity","15,684,171.36","15,684,171.36","228,499.00","68.64","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"ZD","ZIFF DAVIS INC","EQUITY","Communication","Equity","15,607,452.00","15,607,452.00","358,792.00","43.50","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"FELE","FRANKLIN ELECTRIC INC","EQUITY","Industrials","Equity","15,536,900.61","15,536,900.61","156,417.00","99.33","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"KTB","KONTOOR BRANDS INC","EQUITY","Consumer Discretionary","Equity","15,379,295.69","15,379,295.69","213,631.00","71.99","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"AEO","AMERICAN EAGLE OUTFITTERS INC","EQUITY","Consumer Discretionary","Equity","15,272,444.24","15,272,444.24","834,104.00","18.31","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"CENTA","CENTRAL GARDEN AND PET CLASS A","EQUITY","Consumer Staples","Equity","15,197,138.40","15,197,138.40","465,456.00","32.65","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"ECPG","ENCORE CAPITAL GROUP INC","EQUITY","Financials","Equity","15,142,276.98","15,142,276.98","202,491.00","74.78","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","EQUITY","Industrials","Equity","15,007,152.72","15,007,152.72","796,558.00","18.84","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","EQUITY","Financials","Equity","14,992,727.96","14,992,727.96","365,498.00","41.02","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"SBCF","SEACOAST BANKING OF FLORIDA","EQUITY","Financials","Equity","14,947,868.48","14,947,868.48","465,956.00","32.08","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"OI","O I GLASS INC","EQUITY","Materials","Equity","14,899,052.64","14,899,052.64","1,389,837.00","10.72","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"STBA","S AND T BANCORP INC","EQUITY","Financials","Equity","14,878,379.70","14,878,379.70","340,155.00","43.74","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"ADNT","ADIENT PLC","EQUITY","Consumer Discretionary","Equity","14,824,080.92","14,824,080.92","714,758.00","20.74","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"BGC","BGC GROUP INC CLASS A","EQUITY","Financials","Equity","14,760,514.31","14,760,514.31","1,357,913.00","10.87","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"MARA","MARA HOLDINGS INC","EQUITY","Information Technology","Equity","14,671,249.00","14,671,249.00","1,544,342.00","9.50","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"COHU","COHU INC","EQUITY","Information Technology","Equity","14,652,232.80","14,652,232.80","425,937.00","34.40","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","EQUITY","Industrials","Equity","14,639,688.24","14,639,688.24","261,797.00","55.92","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"ASGN","ASGN INC","EQUITY","Information Technology","Equity","14,590,242.27","14,590,242.27","387,729.00","37.63","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"OMCL","OMNICELL INC","EQUITY","Health Care","Equity","14,562,322.43","14,562,322.43","409,399.00","35.57","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"NWL","NEWELL BRANDS INC","EQUITY","Consumer Discretionary","Equity","14,524,763.08","14,524,763.08","3,802,294.00","3.82","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"ICUI","ICU MEDICAL INC","EQUITY","Health Care","Equity","14,511,775.52","14,511,775.52","117,106.00","123.92","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"MWA","MUELLER WATER PRODUCTS INC SERIES","EQUITY","Industrials","Equity","14,498,394.24","14,498,394.24","499,256.00","29.04","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","EQUITY","Industrials","Equity","14,488,461.26","14,488,461.26","229,502.00","63.13","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"CBU","COMMUNITY FINANCIAL SYSTEM INC","EQUITY","Financials","Equity","14,463,344.64","14,463,344.64","235,406.00","61.44","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"DEI","DOUGLAS EMMETT REIT INC","EQUITY","Real Estate","Equity","14,442,768.00","14,442,768.00","1,504,455.00","9.60","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"PARR","PAR PACIFIC HOLDINGS INC","EQUITY","Energy","Equity","14,423,178.25","14,423,178.25","237,575.00","60.71","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"HTH","HILLTOP HOLDINGS INC","EQUITY","Financials","Equity","14,163,814.08","14,163,814.08","378,307.00","37.44","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"HOPE","HOPE BANCORP INC","EQUITY","Financials","Equity","14,153,856.04","14,153,856.04","1,163,012.00","12.17","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"WLY","JOHN WILEY AND SONS INC CLASS A","EQUITY","Communication","Equity","14,123,460.78","14,123,460.78","365,798.00","38.61","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"WD","WALKER & DUNLOP INC","EQUITY","Financials","Equity","13,997,212.38","13,997,212.38","309,194.00","45.27","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"ITRI","ITRON INC","EQUITY","Information Technology","Equity","13,914,000.71","13,914,000.71","149,629.00","92.99","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"OGN","ORGANON","EQUITY","Health Care","Equity","13,834,698.20","13,834,698.20","2,360,870.00","5.86","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","EQUITY","Real Estate","Equity","13,788,290.70","13,788,290.70","1,030,515.00","13.38","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"MMSI","MERIT MEDICAL SYSTEMS INC","EQUITY","Health Care","Equity","13,783,606.80","13,783,606.80","199,070.00","69.24","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"KSS","KOHLS CORP","EQUITY","Consumer Discretionary","Equity","13,749,032.43","13,749,032.43","1,017,693.00","13.51","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"GBX","GREENBRIER INC","EQUITY","Industrials","Equity","13,746,344.98","13,746,344.98","280,366.00","49.03","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"MTRN","MATERION CORP","EQUITY","Materials","Equity","13,717,514.61","13,717,514.61","84,629.00","162.09","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"JBLU","JETBLUE AIRWAYS CORP","EQUITY","Industrials","Equity","13,609,562.40","13,609,562.40","2,700,310.00","5.04","United States","NASDAQ","USD","1.00","USD","-","0.18","0.19"
"CCS","CENTURY COMMUNITIES INC","EQUITY","Consumer Discretionary","Equity","13,562,311.68","13,562,311.68","229,248.00","59.16","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"PRGO","PERRIGO PLC","EQUITY","Health Care","Equity","13,524,027.48","13,524,027.48","1,248,756.00","10.83","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"OII","OCEANEERING INTERNATIONAL INC","EQUITY","Energy","Equity","13,478,642.56","13,478,642.56","371,108.00","36.32","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"FBP","FIRST BANCORP","EQUITY","Financials","Equity","13,412,606.19","13,412,606.19","594,267.00","22.57","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"HAYW","HAYWARD HOLDINGS INC","EQUITY","Industrials","Equity","13,360,609.60","13,360,609.60","940,888.00","14.20","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"MGEE","MGE ENERGY INC","EQUITY","Utilities","Equity","13,294,999.20","13,294,999.20","166,604.00","79.80","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"DCOM","DIME COMMUNITY BANCSHARES INC","EQUITY","Financials","Equity","13,285,911.12","13,285,911.12","371,946.00","35.72","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"ACIW","ACI WORLDWIDE INC","EQUITY","Information Technology","Equity","13,159,998.64","13,159,998.64","318,028.00","41.38","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"SKYW","SKYWEST INC","EQUITY","Industrials","Equity","13,154,487.50","13,154,487.50","138,250.00","95.15","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CWT","CALIFORNIA WATER SERVICE GROUP","EQUITY","Utilities","Equity","12,934,373.15","12,934,373.15","282,595.00","45.77","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","EQUITY","Real Estate","Equity","12,934,504.80","12,934,504.80","530,320.00","24.39","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"DCH","DAUCH CORPORATION","EQUITY","Consumer Discretionary","Equity","12,909,482.28","12,909,482.28","2,140,876.00","6.03","United States","NYSE","USD","1.00","USD","-","0.17","0.18"
"PRK","PARK NATIONAL CORP","EQUITY","Financials","Equity","12,870,160.10","12,870,160.10","74,770.00","172.13","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.17","0.18"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","EQUITY","Industrials","Equity","12,863,600.10","12,863,600.10","451,830.00","28.47","United States","NYSE","USD","1.00","USD","-","0.17","0.18"
"IRDM","IRIDIUM COMMUNICATIONS INC","EQUITY","Communication","Equity","12,853,125.06","12,853,125.06","371,263.00","34.62","United States","NASDAQ","USD","1.00","USD","-","0.17","0.18"
"TFIN","TRIUMPH FINANCIAL INC","EQUITY","Financials","Equity","12,842,153.31","12,842,153.31","206,101.00","62.31","United States","NYSE","USD","1.00","USD","-","0.17","0.18"
"CARG","CARGURUS INC CLASS A","EQUITY","Communication","Equity","12,803,760.04","12,803,760.04","370,372.00","34.57","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","EQUITY","Financials","Equity","12,804,421.52","12,804,421.52","1,190,002.00","10.76","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"ABR","ARBOR REALTY TRUST REIT INC","EQUITY","Financials","Equity","12,799,323.04","12,799,323.04","1,704,304.00","7.51","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"SKT","TANGER INC","EQUITY","Real Estate","Equity","12,767,914.10","12,767,914.10","356,845.00","35.78","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"RDNT","RADNET INC","EQUITY","Health Care","Equity","12,717,176.78","12,717,176.78","227,458.00","55.91","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"FDP","FRESH DEL MONTE PRODUCE INC","EQUITY","Consumer Staples","Equity","12,672,242.00","12,672,242.00","300,575.00","42.16","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"WWW","WOLVERINE WORLD WIDE INC","EQUITY","Consumer Discretionary","Equity","12,562,802.21","12,562,802.21","747,341.00","16.81","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","EQUITY","Real Estate","Equity","12,537,341.28","12,537,341.28","254,204.00","49.32","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"LXP","LXP INDUSTRIAL TRUST","EQUITY","Real Estate","Equity","12,531,766.50","12,531,766.50","253,167.00","49.50","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"SLVM","SYLVAMO CORP","EQUITY","Materials","Equity","12,475,522.36","12,475,522.36","300,181.00","41.56","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"ENOV","ENOVIS CORP","EQUITY","Health Care","Equity","12,406,818.06","12,406,818.06","521,514.00","23.79","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"CENX","CENTURY ALUMINUM","EQUITY","Materials","Equity","12,405,253.87","12,405,253.87","189,191.00","65.57","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"MBIN","MERCHANTS BANCORP","EQUITY","Financials","Equity","12,399,198.76","12,399,198.76","267,917.00","46.28","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"SBH","SALLY BEAUTY HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","12,337,366.05","12,337,366.05","884,399.00","13.95","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"UE","URBAN EDGE PROPERTIES","EQUITY","Real Estate","Equity","12,313,026.80","12,313,026.80","597,140.00","20.62","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"LZB","LA-Z-BOY INC","EQUITY","Consumer Discretionary","Equity","12,303,310.43","12,303,310.43","376,133.00","32.71","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"LEG","LEGGETT & PLATT INC","EQUITY","Consumer Discretionary","Equity","12,285,533.65","12,285,533.65","1,234,727.00","9.95","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"FBNC","FIRST BANCORP","EQUITY","Financials","Equity","12,259,489.09","12,259,489.09","211,699.00","57.91","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"WHD","CACTUS INC CLASS A","EQUITY","Energy","Equity","12,236,571.10","12,236,571.10","232,193.00","52.70","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"TRMK","TRUSTMARK CORP","EQUITY","Financials","Equity","12,213,232.43","12,213,232.43","274,393.00","44.51","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"OUT","OUTFRONT MEDIA INC","EQUITY","Real Estate","Equity","12,097,081.50","12,097,081.50","424,459.00","28.50","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"WKC","WORLD KINECT CORP","EQUITY","Energy","Equity","12,083,292.45","12,083,292.45","506,637.00","23.85","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"UVV","UNIVERSAL CORP","EQUITY","Consumer Staples","Equity","12,066,125.40","12,066,125.40","227,234.00","53.10","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","EQUITY","Energy","Equity","12,047,623.56","12,047,623.56","1,247,166.00","9.66","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"KW","KENNEDY WILSON HOLDINGS INC","EQUITY","Real Estate","Equity","11,878,298.76","11,878,298.76","1,093,766.00","10.86","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"AHCO","ADAPTHEALTH CORP","EQUITY","Health Care","Equity","11,848,679.64","11,848,679.64","972,798.00","12.18","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","EQUITY","Health Care","Equity","11,832,385.95","11,832,385.95","540,045.00","21.91","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","11,762,352.70","11,762,352.70","422,195.00","27.86","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"LPG","DORIAN LPG LTD","EQUITY","Energy","Equity","11,732,840.00","11,732,840.00","335,224.00","35.00","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"DLX","DELUXE CORP","EQUITY","Industrials","Equity","11,575,180.32","11,575,180.32","407,864.00","28.38","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"CRI","CARTERS INC","EQUITY","Consumer Discretionary","Equity","11,491,072.32","11,491,072.32","332,304.00","34.58","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"FBK","FB FINANCIAL CORP","EQUITY","Financials","Equity","11,449,102.60","11,449,102.60","204,814.00","55.90","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"VTOL","BRISTOW GROUP INC","EQUITY","Energy","Equity","11,317,362.50","11,317,362.50","229,375.00","49.34","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"NATL","NCR ATLEOS CORP","EQUITY","Financials","Equity","11,309,957.10","11,309,957.10","254,385.00","44.46","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"CPK","CHESAPEAKE UTILITIES CORP","EQUITY","Utilities","Equity","11,242,265.60","11,242,265.60","85,688.00","131.20","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"CAKE","CHEESECAKE FACTORY INC","EQUITY","Consumer Discretionary","Equity","11,233,990.20","11,233,990.20","195,204.00","57.55","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","EQUITY","Consumer Staples","Equity","11,187,794.31","11,187,794.31","776,391.00","14.41","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"GFF","GRIFFON CORP","EQUITY","Industrials","Equity","11,083,779.20","11,083,779.20","146,224.00","75.80","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"LTH","LIFE TIME GROUP HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","11,076,055.72","11,076,055.72","388,361.00","28.52","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"JJSF","J AND J SNACK FOODS CORP","EQUITY","Consumer Staples","Equity","11,053,126.64","11,053,126.64","137,768.00","80.23","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"WDFC","WD-40","EQUITY","Consumer Staples","Equity","10,983,764.92","10,983,764.92","50,081.00","219.32","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ROCK","GIBRALTAR INDUSTRIES INC","EQUITY","Industrials","Equity","10,913,472.57","10,913,472.57","269,269.00","40.53","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"CNK","CINEMARK HOLDINGS INC","EQUITY","Communication","Equity","10,903,584.44","10,903,584.44","366,877.00","29.72","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"CUBI","CUSTOMERS BANCORP INC","EQUITY","Financials","Equity","10,893,987.00","10,893,987.00","147,615.00","73.80","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","EQUITY","Financials","Equity","10,873,112.00","10,873,112.00","295,465.00","36.80","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"SHOO","STEVEN MADDEN LTD","EQUITY","Consumer Discretionary","Equity","10,842,398.64","10,842,398.64","291,384.00","37.21","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ASTH","ASTRANA HEALTH INC","EQUITY","Health Care","Equity","10,778,763.22","10,778,763.22","393,242.00","27.41","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"FRPT","FRESHPET INC","EQUITY","Consumer Staples","Equity","10,702,507.34","10,702,507.34","164,578.00","65.03","United States","NASDAQ","USD","1.00","USD","-","0.14","0.15"
"RNG","RINGCENTRAL INC CLASS A","EQUITY","Information Technology","Equity","10,620,370.28","10,620,370.28","283,361.00","37.48","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"BOX","BOX INC CLASS A","EQUITY","Information Technology","Equity","10,592,726.86","10,592,726.86","456,977.00","23.18","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"ACLS","AXCELIS TECHNOLOGIES INC","EQUITY","Information Technology","Equity","10,540,034.05","10,540,034.05","100,717.00","104.65","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"ALGT","ALLEGIANT TRAVEL","EQUITY","Industrials","Equity","10,536,152.39","10,536,152.39","121,763.00","86.53","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"PRG","PROG HOLDINGS INC","EQUITY","Financials","Equity","10,517,113.96","10,517,113.96","360,422.00","29.18","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"TWO","TWO HARBORS INVESTMENT CORP","EQUITY","Financials","Equity","10,479,728.76","10,479,728.76","955,308.00","10.97","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"NGVT","INGEVITY CORP","EQUITY","Materials","Equity","10,344,775.80","10,344,775.80","140,937.00","73.40","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"LNN","LINDSAY CORP","EQUITY","Industrials","Equity","10,330,908.12","10,330,908.12","95,286.00","108.42","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"CNMD","CONMED CORP","EQUITY","Health Care","Equity","10,326,063.90","10,326,063.90","282,210.00","36.59","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"UAA","UNDER ARMOUR INC CLASS A","EQUITY","Consumer Discretionary","Equity","10,308,981.68","10,308,981.68","1,721,032.00","5.99","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"VECO","VEECO INSTRUMENTS INC","EQUITY","Information Technology","Equity","10,258,196.40","10,258,196.40","269,244.00","38.10","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"HFWA","HERITAGE FINANCIAL CORP","EQUITY","Financials","Equity","10,197,643.81","10,197,643.81","372,041.00","27.41","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"WEN","WENDYS","EQUITY","Consumer Discretionary","Equity","10,168,518.00","10,168,518.00","1,440,300.00","7.06","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A I","EQUITY","Financials","Equity","10,117,416.66","10,117,416.66","151,413.00","66.82","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"SCL","STEPAN","EQUITY","Materials","Equity","10,094,469.45","10,094,469.45","195,819.00","51.55","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"QTWO","Q2 HOLDINGS INC","EQUITY","Information Technology","Equity","10,077,497.80","10,077,497.80","208,990.00","48.22","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"WS","WORTHINGTON STEEL INC","EQUITY","Materials","Equity","9,928,342.80","9,928,342.80","296,280.00","33.51","United States","NYSE","USD","1.00","USD","-","0.13","0.14"
"NTCT","NETSCOUT SYSTEMS INC","EQUITY","Information Technology","Equity","9,876,836.26","9,876,836.26","293,866.00","33.61","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ENR","ENERGIZER HOLDINGS INC","EQUITY","Consumer Staples","Equity","9,851,181.66","9,851,181.66","555,309.00","17.74","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"GIII","G III APPAREL GROUP LTD","EQUITY","Consumer Discretionary","Equity","9,842,077.88","9,842,077.88","338,332.00","29.09","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"HLIT","HARMONIC INC","EQUITY","Information Technology","Equity","9,829,021.51","9,829,021.51","1,022,791.00","9.61","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"KNTK","KINETIK HOLDINGS INC CLASS A","EQUITY","Energy","Equity","9,824,976.00","9,824,976.00","215,460.00","45.60","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","EQUITY","Utilities","Equity","9,788,952.22","9,788,952.22","177,787.00","55.06","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"SEDG","SOLAREDGE TECHNOLOGIES INC","EQUITY","Information Technology","Equity","9,725,066.24","9,725,066.24","223,462.00","43.52","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"TMP","TOMPKINS FINANCIAL CORP","EQUITY","Financials","Equity","9,685,947.00","9,685,947.00","115,035.00","84.20","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.13","0.13"
"CLSK","CLEANSPARK INC","EQUITY","Information Technology","Equity","9,670,050.00","9,670,050.00","978,750.00","9.88","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"MBC","MASTERBRAND INC","EQUITY","Industrials","Equity","9,623,973.87","9,623,973.87","1,155,339.00","8.33","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"OFG","OFG BANCORP","EQUITY","Financials","Equity","9,619,459.50","9,619,459.50","225,650.00","42.63","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"AWR","AMERICAN STATES WATER","EQUITY","Utilities","Equity","9,521,231.72","9,521,231.72","123,508.00","77.09","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
