Date,Open,10:00 AM,11:00 AM,2:00 PM,Close,,Open,10:00 AM,11:00 AM,2:00 PM,Close,,,Close - Open,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,Close - 10am,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,Close - 11am,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,,,,
4/24/2025, 71.56 , 73.92 , 74.34 , 75.40 , 75.29 ,, 0.80 , 2.36 , 0.42 , 1.06 , (0.11),,,5.2124%,,3.3548%,0,-0.6011%,-0.9353%,14.6789%,,1.8534%,,0.5169%,,-1.9572%,-1.2818%,-1.0070%,,1.2779%,,0.4963%,,-0.5199%,-1.1825%,2.7065%,,0,1,0,1
4/25/2025, 76.41 , 76.53 , 76.86 , 77.75 , 77.91 ,, 1.12 , 0.12 , 0.33 , 0.89 , 0.16 ,,,1.9631%,,1.2332%,0,2.2056%,0.7185%,17.4878%,,1.8032%,,0.7572%,,-0.7084%,-1.4200%,0.4944%,,1.3661%,,0.6030%,,-0.3708%,-0.5250%,5.1864%,,1,1,0,2
4/28/2025, 76.95 , 78.43 , 78.31 , 77.89 , 78.31 ,, (0.96), 1.48 , (0.12), (0.42), 0.42 ,,,1.7674%,,1.8490%,0,4.1283%,5.1034%,19.4798%,,-0.1530%,,-0.2711%,,-0.6426%,-0.9719%,0.7296%,,0.0000%,,-0.0745%,,-0.6552%,0.3537%,4.3332%,,1,0,0,1
4/29/2025, 79.41 , 79.75 , 79.91 , 80.35 , 80.73 ,, 1.10 , 0.34 , 0.16 , 0.44 , 0.38 ,,,1.6687%,,0.7159%,0,4.7334%,8.6895%,18.8862%,,1.2288%,,0.5896%,,0.2418%,0.5748%,0.6389%,,1.0262%,,0.8128%,,0.5618%,2.1349%,4.4733%,,1,0,0,1
4/30/2025, 78.07 , 79.07 , 79.94 , 80.98 , 82.27 ,, (2.66), 1.00 , 0.87 , 1.04 , 1.29 ,,,5.3798%,,4.1416%,0,11.2945%,12.4287%,21.9331%,,4.0470%,,1.7571%,,3.3497%,1.5829%,1.3693%,,2.9147%,,1.5654%,,3.4030%,2.8698%,4.8776%,,1,0,0,1
5/1/2025, 87.77 , 87.91 , 88.92 , 88.59 , 87.84 ,, 5.50 , 0.14 , 1.01 , (0.33), (0.75),,,0.0798%,,0.4206%,0,8.3602%,7.7592%,18.2266%,,-0.0796%,,-0.0098%,,2.8230%,0.8658%,0.3823%,,-1.2146%,,-0.3466%,,2.5602%,2.0403%,4.7239%,,1,1,0,2
5/2/2025, 89.10 , 90.61 , 90.61 , 91.66 , 91.02 ,, 1.26 , 1.51 , -   , 1.05 , (0.64),,,2.1549%,,1.7954%,0,8.9225%,11.1281%,21.3148%,,0.4525%,,-0.1046%,,1.9611%,1.2527%,3.4311%,,0.4525%,,0.2828%,,2.2400%,1.8692%,6.7840%,,1,0,0,1
5/5/2025, 89.70 , 91.13 , 91.13 , 91.10 , 90.38 ,, (1.32), 1.43 , -   , (0.03), (0.72),,,0.7581%,,0.5874%,0,7.6609%,11.7892%,23.0978%,,-0.8230%,,-0.9189%,,1.3133%,0.6707%,2.2776%,,-0.8230%,,-0.5628%,,1.7516%,1.0964%,4.1997%,,1,0,0,1
5/6/2025, 87.42 , 88.83 , 90.04 , 90.31 , 90.77 ,, (2.96), 1.41 , 1.21 , 0.27 , 0.46 ,,,3.8321%,,3.6761%,0,10.6212%,15.3546%,15.9172%,,2.1839%,,1.9328%,,2.6565%,2.8983%,1.6986%,,0.8108%,,1.1585%,,2.0974%,2.6592%,4.5437%,,1,0,0,1
5/7/2025, 85.88 , 84.55 , 84.53 , 84.53 , 86.45 ,, (4.89), (1.33), (0.02), -   , 1.92 ,,,0.6637%,,0.4709%,0,6.9505%,18.2450%,13.9810%,,2.2472%,,2.2882%,,3.1876%,6.5372%,2.3108%,,2.2714%,,1.9532%,,2.4852%,5.8882%,4.6008%,,1,0,0,1
5/8/2025, 87.52 , 87.47 , 87.51 , 88.35 , 87.27 ,, 1.07 , (0.05), 0.04 , 0.84 , (1.08),,,-0.2856%,,-0.2290%,0,6.3009%,14.6611%,13.7258%,,-0.2286%,,-0.3687%,,2.8287%,5.6517%,4.3699%,,-0.2743%,,-0.6866%,,2.1451%,4.7053%,3.5228%,,1,0,0,1
5/9/2025, 88.10 , 87.48 , 86.58 , 86.70 , 86.52 ,, 0.83 , (0.62), (0.90), 0.12 , (0.18),,,-1.7934%,,-1.4156%,0,3.0898%,12.0123%,12.7308%,,-1.0974%,,-0.6283%,,2.3051%,4.2662%,2.8461%,,-0.0693%,,-0.0303%,,1.8319%,4.0719%,3.5470%,,1,0,0,1
5/12/2025, 92.71 , 91.07 , 91.56 , 91.93 , 92.32 ,, 6.19 , (1.64), 0.49 , 0.37 , 0.39 ,,,-0.4207%,,-0.6563%,0,1.8461%,9.5070%,14.6104%,,1.3726%,,0.6728%,,3.8968%,5.2101%,4.2382%,,0.8301%,,0.1755%,,2.5703%,4.3219%,4.6756%,,1,0,0,1
5/13/2025, 92.53 , 94.30 , 95.20 , 96.91 , 97.25 ,, 0.21 , 1.77 , 0.90 , 1.71 , 0.34 ,,,5.1010%,,4.5183%,0,2.6882%,13.3094%,21.9989%,,3.1283%,,2.8669%,,4.8309%,7.4875%,8.0623%,,2.1534%,,2.1994%,,3.6111%,5.7085%,7.8434%,,1,0,0,1
5/14/2025, 99.15 , 96.41 , 97.84 , 97.92 , 98.22 ,, 1.90 , (2.74), 1.43 , 0.08 , 0.30 ,,,-0.9380%,,-0.8954%,0,1.3219%,8.2724%,20.7011%,,1.8774%,,1.8723%,,4.4151%,7.6026%,9.1855%,,0.3884%,,0.3850%,,2.0429%,4.5281%,7.3979%,,1,0,0,1
5/15/2025, 95.34 , 95.28 , 95.77 , 96.22 , 96.07 ,, (2.88), (0.06), 0.49 , 0.45 , (0.15),,,0.7657%,,-0.0626%,0,1.4883%,7.7892%,15.5483%,,0.8291%,,0.1006%,,4.8844%,7.7131%,8.5789%,,0.3133%,,-0.3294%,,2.4001%,4.5452%,6.5856%,,1,0,0,1
5/16/2025, 96.62 , 96.14 , 95.93 , 95.83 , 96.42 ,, 0.55 , (0.48), (0.21), (0.10), 0.59 ,,,-0.2070%,,-0.7059%,0,2.1980%,5.2878%,16.4159%,,0.2912%,,-0.1890%,,5.3237%,7.6287%,8.8815%,,0.5108%,,-0.1226%,,2.3079%,4.1398%,6.0090%,,1,0,0,1
5/19/2025, 94.43 , 95.87 , 95.86 , 96.62 , 96.70 ,, (1.99), 1.44 , (0.01), 0.76 , 0.08 ,,,2.4039%,,1.2408%,0,4.0951%,5.9412%,17.7305%,,0.8658%,,0.2400%,,4.8908%,8.7876%,9.4583%,,0.8763%,,0.3814%,,2.5137%,5.0840%,6.1804%,,1,0,0,1
5/20/2025, 95.58 , 95.46 , 94.97 , 95.38 , 95.67 ,, (1.12), (0.12), (0.49), 0.41 , 0.29 ,,,0.0942%,,0.1380%,0,-0.2851%,2.4031%,17.7577%,,0.2200%,,0.2217%,,2.2456%,7.0765%,9.9748%,,0.7371%,,0.7607%,,1.0750%,4.6862%,7.3454%,,0,0,0,0
5/21/2025, 92.77 , 94.54 , 94.84 , 93.72 , 92.43 ,, (2.90), 1.77 , 0.30 , (1.12), (1.29),,,-0.3665%,,0.5648%,0,1.1751%,2.4970%,20.7419%,,-2.2319%,,-1.0654%,,-0.6922%,3.7229%,10.2601%,,-2.5411%,,-1.2392%,,-0.5491%,1.4938%,7.3820%,,1,0,0,1
5/22/2025, 92.43 , 93.18 , 92.90 , 93.12 , 92.56 ,, -   , 0.75 , (0.28), 0.22 , (0.56),,,0.1406%,,0.0668%,0,1.3045%,2.7928%,17.4539%,,-0.6654%,,-0.4788%,,-1.2716%,3.6128%,9.2645%,,-0.3660%,,-0.3986%,,-0.6183%,1.7818%,6.4871%,,1,0,0,1
5/23/2025, 90.00 , 90.49 , 90.93 , 91.47 , 91.20 ,, (2.56), 0.49 , 0.44 , 0.54 , (0.27),,,1.3333%,,0.7899%,0,2.8004%,4.9984%,17.0107%,,0.7846%,,0.3789%,,-0.7037%,4.6200%,8.8861%,,0.2969%,,-0.0479%,,-0.5436%,1.7643%,5.8362%,,1,0,0,1
5/27/2025, 92.90 , 92.88 , 92.33 , 92.97 , 92.49 ,, 1.70 , (0.02), (0.55), 0.64 , (0.48),,,-0.4413%,,-1.2928%,0,0.2668%,4.3619%,13.8689%,,-0.4199%,,-1.2610%,,-2.2047%,2.6861%,7.8963%,,0.1733%,,-0.3403%,,-1.2652%,1.2485%,5.5704%,,1,0,0,1
5/28/2025, 93.09 , 92.38 , 92.46 , 93.22 , 92.79 ,, 0.60 , (0.71), 0.08 , 0.76 , (0.43),,,-0.3223%,,0.3286%,0,0.4573%,0.1722%,13.4816%,,0.4438%,,0.9652%,,-1.4612%,0.7844%,8.2718%,,0.3569%,,0.6335%,,-1.3924%,-0.3174%,5.3911%,,1,1,0,2
5/29/2025, 90.70 , 88.55 , 87.84 , 87.27 , 86.37 ,, (2.09), (2.15), (0.71), (0.57), (0.90),,,-4.7740%,,-4.2580%,0,-4.3655%,-3.1904%,5.0820%,,-2.4619%,,-2.2538%,,-2.6496%,-3.3418%,4.2609%,,-1.6735%,,-1.5161%,,-1.6694%,-2.2185%,2.3096%,,0,0,0,0
5/30/2025, 85.94 , 84.28 , 85.48 , 85.00 , 86.64 ,, (0.43), (1.66), 1.20 , (0.48), 1.64 ,,,0.8145%,,0.7364%,0,-3.6959%,-2.3914%,5.3978%,,2.8002%,,2.4084%,,0.2376%,-1.0340%,6.6791%,,1.3570%,,1.2381%,,-0.0327%,-0.6510%,3.8943%,,0,0,0,0
6/2/2025, 86.31 , 86.91 , 87.72 , 88.77 , 89.78 ,, (0.33), 0.60 , 0.81 , 1.05 , 1.01 ,,,4.0204%,,3.1884%,0,-1.2974%,1.5030%,6.7908%,,3.3023%,,2.3139%,,2.1727%,1.4690%,9.0977%,,2.3484%,,1.7850%,,1.8003%,1.2567%,5.3965%,,0,0,0,0
6/3/2025, 90.46 , 91.69 , 93.33 , 94.32 , 94.50 ,, 0.68 , 1.23 , 1.64 , 0.99 , 0.18 ,,,4.4661%,,3.8296%,0,3.8250%,4.0917%,10.0330%,,3.0647%,,2.4367%,,5.8704%,3.6657%,12.4533%,,1.2536%,,0.9609%,,3.1014%,1.8362%,6.9202%,,1,0,0,1
6/4/2025, 94.77 , 95.52 , 96.03 , 95.11 , 94.94 ,, 0.27 , 0.75 , 0.51 , (0.92), (0.17),,,0.1794%,,0.3569%,0,3.8534%,4.3107%,6.7138%,,-0.6072%,,-0.3277%,,4.5775%,3.1163%,10.1928%,,-1.1351%,,-0.8639%,,1.6040%,0.2116%,4.8977%,,1,0,0,1
6/5/2025, 95.65 , 94.50 , 95.49 , 95.78 , 95.18 ,, 0.71 , (1.15), 0.99 , 0.29 , (0.60),,,-0.4914%,,0.2817%,1,8.3931%,4.0276%,6.5245%,,0.7196%,,0.9350%,,7.7663%,5.1167%,8.8396%,,-0.3246%,,0.3919%,,3.5120%,1.8427%,3.3364%,,1,1,1,3
6/6/2025, 96.11 , 95.97 , 96.92 , 97.31 , 97.25 ,, 0.93 , (0.14), 0.95 , 0.39 , (0.06),,,1.1861%,,1.1210%,1,8.7776%,5.0817%,7.8746%,,1.3338%,,1.5420%,,6.8999%,7.1375%,10.7503%,,0.3405%,,0.3822%,,2.6561%,2.6234%,4.4053%,,1,1,1,3
6/9/2025, 97.98 , 97.93 , 98.11 , 97.17 , 96.80 ,, 0.73 , (0.05), 0.18 , (0.94), (0.37),,,-1.2043%,,-1.1776%,0,4.4116%,3.1142%,8.1126%,,-1.1539%,,-1.2658%,,3.3202%,5.4928%,10.1128%,,-1.3352%,,-1.3436%,,-0.4725%,1.3277%,3.0920%,,1,1,0,2
6/10/2025, 97.00 , 95.88 , 94.32 , 92.50 , 93.70 ,, 0.20 , (1.12), (1.56), (1.82), 1.20 ,,,-3.4021%,,-3.8752%,0,-3.2932%,0.5317%,4.8936%,,-2.2737%,,-2.6883%,,-1.8048%,4.0655%,6.7517%,,-0.6573%,,-0.9901%,,-2.4235%,0.6779%,1.9264%,,0,0,0,0
6/11/2025, 92.73 , 92.93 , 93.66 , 93.84 , 94.21 ,, (0.98), 0.21 , 0.73 , 0.18 , 0.37 ,,,1.6015%,,2.0633%,0,-1.5869%,2.2665%,2.4386%,,1.3774%,,1.7501%,,0.2730%,4.8505%,5.6349%,,0.5872%,,1.1330%,,-0.4266%,1.1774%,0.8600%,,0,0,0,0
6/12/2025, 94.30 , 96.28 , 96.73 , 96.31 , 95.77 ,, 0.09 , 1.98 , 0.45 , (0.42), (0.54),,,1.5589%,,0.9405%,0,-0.9281%,7.4650%,4.2746%,,-0.5297%,,-1.0207%,,-1.6827%,6.0836%,2.7418%,,-0.9925%,,-1.1717%,,-1.9902%,1.5219%,-0.6967%,,0,0,0,0
6/13/2025, 94.50 , 94.10 , 93.59 , 93.41 , 92.35 ,, (1.27), (0.40), (0.51), (0.18), (1.06),,,-2.2751%,,-2.0162%,0,-4.0652%,4.7124%,2.3211%,,-1.8597%,,-1.6591%,,-4.8838%,2.0161%,0.9821%,,-1.3249%,,-0.9594%,,-3.3318%,-0.6757%,-1.3267%,,0,0,0,0
6/16/2025, 92.70 , 93.97 , 94.80 , 94.67 , 95.09 ,, 0.35 , 1.27 , 0.83 , (0.13), 0.42 ,,,2.5782%,,2.1935%,0,-0.6941%,3.7175%,5.2205%,,1.1919%,,1.2482%,,-2.3698%,0.9504%,2.4194%,,0.3059%,,0.5063%,,-1.4819%,-1.9544%,-0.6978%,,0,0,0,0
6/17/2025, 94.30 , 93.94 , 92.97 , 90.76 , 89.68 ,, (0.79), (0.36), (0.97), (2.21), (1.08),,,-4.8993%,,-4.4561%,0,-1.2749%,-4.5682%,-0.4765%,,-4.5348%,,-3.9823%,,-3.6638%,-5.4686%,-1.8029%,,-3.5388%,,-3.0508%,,-3.5427%,-5.9662%,-4.1300%,,0,1,0,1
6/18/2025, 89.88 , 90.38 , 90.73 , 90.78 , 90.24 ,, 0.20 , 0.50 , 0.35 , 0.05 , (0.54),,,0.4005%,,0.5648%,0,-2.7735%,-4.3604%,-0.0497%,,-0.1549%,,0.1213%,,-5.2926%,-5.0195%,-1.9032%,,-0.5401%,,0.0225%,,-4.6532%,-5.0797%,-4.8682%,,0,1,0,1
6/20/2025, 90.84 , 87.75 , 86.54 , 86.53 , 86.25 ,, 0.60 , (3.09), (1.21), (0.01), (0.28),,,-5.0528%,,-4.3610%,0,-8.0750%,-9.0030%,-4.9754%,,-1.7094%,,-1.1888%,,-5.4606%,-7.1433%,-2.0266%,,-0.3351%,,-0.3116%,,-3.7930%,-5.7832%,-3.9406%,,0,1,0,1
6/23/2025, 86.44 , 89.67 , 90.89 , 91.85 , 91.96 ,, 0.19 , 3.23 , 1.22 , 0.96 , 0.11 ,,,6.3859%,,5.5305%,0,-0.5283%,-4.5935%,0.4883%,,2.5538%,,1.9706%,,-1.8309%,-6.7147%,0.4228%,,1.1772%,,0.5636%,,-2.2700%,-5.6018%,-2.9783%,,0,1,0,1
6/24/2025, 94.65 , 93.34 , 93.14 , 94.06 , 94.96 ,, 2.69 , (1.31), (0.20), 0.92 , 0.90 ,,,0.3275%,,-0.0762%,0,-2.7980%,-3.4921%,-0.3779%,,1.7356%,,1.2853%,,-1.7939%,-4.1636%,1.3292%,,1.9540%,,1.6532%,,-1.1231%,-2.6050%,-1.2773%,,0,1,0,1
6/25/2025, 95.64 , 94.62 , 94.97 , 95.80 , 96.35 ,, 0.68 , (1.02), 0.35 , 0.83 , 0.55 ,,,0.7424%,,0.8723%,1,2.5304%,1.2555%,1.7872%,,1.8284%,,1.9994%,,4.1878%,0.5240%,4.5896%,,1.4531%,,1.5584%,,3.4862%,-0.0565%,0.6214%,,1,1,1,3
6/26/2025, 97.33 , 99.73 , 101.11 , 101.23 , 101.59 ,, 0.98 , 2.40 , 1.38 , 0.12 , 0.36 ,,,4.3769%,,3.9007%,1,5.8663%,3.0929%,5.3593%,,1.8650%,,1.4103%,,5.4767%,0.1842%,5.0347%,,0.4747%,,0.2257%,,3.6894%,-0.9638%,0.2136%,,1,1,1,3
6/27/2025, 101.65 , 100.92 , 100.79 , 100.27 , 99.39 ,, 0.06 , (0.73), (0.13), (0.52), (0.88),,,-2.2233%,,-2.5545%,1,7.6727%,-0.4022%,7.0628%,,-1.5161%,,-1.6056%,,5.0599%,-0.4007%,5.6830%,,-1.3890%,,-1.4053%,,2.5956%,-1.1974%,0.3244%,,1,1,1,3
6/30/2025, 102.00 , 102.12 , 102.10 , 102.84 , 102.33 ,, 2.61 , 0.12 , (0.02), 0.74 , (0.51),,,0.3235%,,0.2425%,0,2.3848%,1.8565%,6.5689%,,0.2056%,,-0.0296%,,3.0598%,1.2289%,3.2449%,,0.2253%,,-0.0783%,,1.9537%,-0.3163%,-0.9920%,,1,1,0,2
7/1/2025, 102.31 , 101.39 , 98.77 , 99.01 , 98.93 ,, (0.02), (0.92), (2.62), 0.24 , (0.08),,,-3.3037%,,-3.4984%,0,-1.0374%,-3.8354%,-0.1179%,,-2.4263%,,-2.4733%,,-0.6988%,-2.4926%,-1.5423%,,0.1620%,,-0.0099%,,0.2906%,-0.8325%,-2.7870%,,0,1,0,1
7/2/2025, 98.12 , 99.23 , 99.85 , 99.11 , 101.09 ,, (0.81), 1.11 , 0.62 , (0.74), 1.98 ,,,3.0269%,,2.5166%,0,0.6069%,3.1373%,-1.4309%,,1.8744%,,1.3755%,,-1.3226%,2.8651%,-2.6035%,,1.2419%,,0.9752%,,-0.2926%,3.1935%,-2.7726%,,1,0,1,2
7/3/2025, 101.33 , 102.67 , 102.07 , 102.52 , 102.52 ,, 0.24 , 1.34 , (0.60), 0.45 , -   ,,,1.1744%,,0.7069%,0,-2.5869%,3.2794%,-1.0810%,,-0.1461%,,-0.3528%,,-3.0857%,2.3910%,-2.6285%,,0.4409%,,0.4313%,,-0.0871%,3.6023%,-1.4774%,,0,0,0,0
7/7/2025, 101.80 , 101.47 , 101.83 , 101.00 , 101.48 ,, (0.72), (0.33), 0.36 , (0.83), 0.48 ,,,-0.3143%,,0.0995%,0,0.0672%,7.7399%,-1.2631%,,0.0099%,,0.4700%,,-1.0101%,4.0498%,-3.0934%,,-0.3437%,,-0.1219%,,1.1963%,3.7920%,-1.9913%,,1,0,1,2
7/8/2025, 103.04 , 101.72 , 101.59 , 103.07 , 103.40 ,, 1.56 , (1.32), (0.13), 1.48 , 0.33 ,,,0.3494%,,0.5168%,0,0.3414%,2.7261%,-1.8674%,,1.6516%,,1.7080%,,0.7275%,3.7873%,-2.9274%,,1.7817%,,1.8010%,,3.0756%,5.0293%,-0.5724%,,1,0,1,2
7/9/2025, 103.85 , 105.58 , 103.96 , 106.70 , 106.28 ,, 0.45 , 1.73 , (1.62), 2.74 , (0.42),,,2.3399%,,2.1328%,1,5.9725%,4.9351%,1.4431%,,0.6630%,,0.6934%,,3.8942%,3.1954%,-0.9682%,,2.2316%,,1.8100%,,4.8956%,5.1862%,2.5812%,,1,1,1,3
7/10/2025, 106.10 , 104.86 , 103.86 , 106.25 , 106.32 ,, (0.18), (1.24), (1.00), 2.39 , 0.07 ,,,0.2074%,,-0.0554%,0,3.4006%,4.0074%,5.2629%,,1.3923%,,0.9993%,,3.5180%,2.1953%,2.7194%,,2.3686%,,2.2133%,,6.1338%,5.8411%,5.7846%,,1,0,0,1
7/11/2025, 106.23 , 107.91 , 108.77 , 108.08 , 108.57 ,, (0.09), 1.68 , 0.86 , (0.69), 0.49 ,,,2.2028%,,2.0615%,0,4.7551%,2.1682%,5.2611%,,0.6116%,,0.5490%,,4.4198%,1.3341%,1.5183%,,-0.1839%,,-0.1454%,,5.5571%,5.4700%,4.5062%,,1,1,0,2
7/14/2025, 108.22 , 107.23 , 108.37 , 108.08 , 108.39 ,, (0.35), (0.99), 1.14 , (0.29), 0.31 ,,,0.1571%,,-0.0965%,0,4.5591%,4.6263%,4.2241%,,1.0818%,,0.7493%,,4.6991%,3.6890%,3.2884%,,0.0185%,,-0.1836%,,5.4953%,6.6917%,5.4943%,,1,0,1,2
7/15/2025, 108.50 , 107.99 , 107.43 , 107.59 , 107.37 ,, 0.11 , (0.51), (0.56), 0.16 , (0.22),,,-1.0415%,,-0.1809%,0,3.8614%,4.2028%,6.0593%,,-0.5741%,,-0.0099%,,2.9812%,3.7087%,4.9376%,,-0.0559%,,0.2279%,,3.9222%,6.9978%,6.6815%,,1,0,0,1
7/16/2025, 107.35 , 106.42 , 106.49 , 106.77 , 108.31 ,, (0.02), (0.93), 0.07 , 0.28 , 1.54 ,,,0.8943%,,0.8237%,0,2.5524%,8.5249%,4.6895%,,1.7760%,,1.4432%,,3.7310%,7.6252%,5.1326%,,1.7091%,,1.3860%,,3.4982%,8.3938%,7.5613%,,1,0,0,1
7/17/2025, 108.22 , 111.03 , 110.69 , 111.69 , 112.04 ,, (0.09), 2.81 , (0.34), 1.00 , 0.35 ,,,3.5298%,,2.9565%,0,5.5643%,8.9648%,12.1021%,,0.9097%,,0.5581%,,3.2898%,6.8078%,9.6729%,,1.2196%,,0.8729%,,2.1577%,8.2915%,11.4850%,,1,0,0,1
7/18/2025, 112.61 , 112.10 , 111.44 , 112.11 , 111.83 ,, 0.57 , (0.51), (0.66), 0.67 , (0.28),,,-0.6927%,,-0.4193%,0,3.0835%,7.8386%,11.1180%,,-0.2409%,,-0.0722%,,2.6685%,7.0884%,9.4794%,,0.3500%,,0.2782%,,2.5813%,8.1384%,11.7407%,,1,0,0,1
7/21/2025, 111.75 , 111.85 , 112.53 , 112.63 , 111.68 ,, (0.08), 0.10 , 0.68 , 0.10 , (0.95),,,-0.0626%,,-0.0610%,0,3.1189%,7.6780%,15.4179%,,-0.1520%,,0.1351%,,2.0542%,6.7534%,10.8032%,,-0.7554%,,-0.3972%,,2.3677%,7.8631%,11.6551%,,1,0,0,1
7/22/2025, 111.61 , 107.20 , 109.87 , 109.52 , 109.78 ,, (0.07), (4.41), 2.67 , (0.35), 0.26 ,,,-1.6396%,,-1.6015%,0,1.6984%,5.5598%,8.2859%,,2.4067%,,2.0909%,,4.1550%,7.1363%,10.9235%,,-0.0819%,,-0.2268%,,1.9131%,5.8352%,10.8646%,,1,0,0,1
7/23/2025, 111.13 , 112.13 , 112.73 , 112.23 , 113.10 ,, 1.35 , 1.00 , 0.60 , (0.50), 0.87 ,,,1.7727%,,1.3594%,0,2.2341%,4.7864%,9.7216%,,0.8651%,,0.2047%,,2.9165%,6.6476%,9.8430%,,0.3282%,,-0.2204%,,0.3067%,3.8048%,8.9910%,,1,0,0,1
7/24/2025, 114.00 , 113.50 , 114.02 , 114.08 , 114.04 ,, 0.90 , (0.50), 0.52 , 0.06 , (0.04),,,0.0351%,,0.0619%,0,-0.6606%,4.9037%,8.9111%,,0.4758%,,0.5765%,,2.9350%,6.2248%,8.4201%,,0.0175%,,0.1875%,,-0.3787%,1.7790%,7.6201%,,0,0,0,0
7/25/2025, 113.75 , 114.56 , 114.67 , 115.03 , 114.29 ,, (0.29), 0.81 , 0.11 , 0.36 , (0.74),,,0.4747%,,0.1693%,0,-0.0720%,3.0115%,5.1797%,,-0.2357%,,-0.5175%,,2.4897%,5.1583%,6.4924%,,-0.3314%,,-0.5201%,,-1.1770%,1.4043%,6.8743%,,0,0,0,0
7/28/2025, 115.00 , 115.91 , 115.57 , 116.65 , 117.55 ,, 0.71 , 0.91 , (0.34), 1.08 , 0.90 ,,,2.2174%,,2.3052%,0,2.2943%,5.4132%,10.0395%,,1.4149%,,1.4980%,,3.8527%,5.9070%,9.5960%,,1.7132%,,1.7948%,,1.0150%,3.3827%,10.0744%,,1,0,0,1
7/29/2025, 118.00 , 119.63 , 118.67 , 119.48 , 118.65 ,, 0.45 , 1.63 , (0.96), 0.81 , (0.83),,,0.5508%,,1.0380%,0,4.9338%,6.6322%,10.8350%,,-0.8192%,,-0.3975%,,1.3643%,5.5194%,9.2281%,,-0.0169%,,0.2187%,,1.4605%,3.3736%,10.3714%,,1,0,0,1
7/30/2025, 119.63 , 121.76 , 121.68 , 121.75 , 122.11 ,, 0.98 , 2.13 , (0.08), 0.07 , 0.36 ,,,2.0731%,,2.2979%,0,5.8723%,8.1064%,16.6313%,,0.2875%,,0.4841%,,1.6437%,4.5602%,12.1854%,,0.3534%,,0.6284%,,2.3094%,2.6160%,11.0098%,,1,0,0,1
7/31/2025, 124.54 , 124.95 , 124.86 , 124.23 , 123.22 ,, 2.43 , 0.41 , (0.09), (0.63), (1.01),,,-1.0599%,,0.0942%,0,5.9047%,5.2441%,14.2089%,,-1.3846%,,-0.2490%,,0.8181%,3.7531%,10.5609%,,-1.3135%,,-0.6019%,,1.5200%,1.1413%,9.4327%,,1,1,0,2
8/1/2025, 117.83 , 115.89 , 117.09 , 116.16 , 117.57 ,, (5.39), (1.94), 1.20 , (0.93), 1.41 ,,,-0.2207%,,0.5106%,0,6.2460%,6.1741%,14.0127%,,1.4497%,,1.4110%,,2.7466%,5.2364%,12.3247%,,0.4099%,,0.4485%,,2.4886%,1.3116%,9.4500%,,1,1,0,2
8/4/2025, 117.57 , 119.34 , 119.83 , 120.34 , 120.34 ,, -   , 1.77 , 0.49 , 0.51 , -   ,,,2.3560%,,1.4898%,0,5.4306%,7.7249%,15.4029%,,0.8379%,,0.5073%,,1.7558%,5.6086%,12.3620%,,0.4256%,,0.1220%,,0.8158%,1.8308%,9.6939%,,1,0,0,1
8/5/2025, 121.50 , 120.29 , 117.57 , 119.45 , 118.29 ,, 1.16 , (1.21), (2.72), 1.88 , (1.16),,,-2.6420%,,-2.0421%,0,2.3504%,7.2843%,12.8441%,,-1.6626%,,-1.0455%,,1.1079%,2.4722%,9.6085%,,0.6124%,,0.5981%,,1.1952%,2.6557%,8.4910%,,1,0,0,1
8/6/2025, 133.79 , 136.00 , 138.55 , 139.10 , 138.87 ,, 15.50 , 2.21 , 2.55 , 0.55 , (0.23),,,3.7970%,,3.2215%,0,3.2740%,9.1464%,13.9328%,,2.1103%,,1.5156%,,2.1395%,3.7831%,10.4307%,,0.2310%,,-0.0528%,,0.5140%,2.8233%,6.6282%,,1,0,0,1
8/7/2025, 139.08 , 139.32 , 138.98 , 137.46 , 139.33 ,, 0.21 , 0.24 , (0.34), (1.52), 1.87 ,,,0.1798%,,0.8147%,0,3.9946%,9.8992%,14.8029%,,0.0072%,,0.6796%,,3.0681%,3.8862%,10.1110%,,0.2518%,,0.3340%,,1.4499%,2.9699%,4.7488%,,1,0,0,1
8/8/2025, 139.60 , 138.21 , 139.71 , 137.61 , 139.21 ,, 0.27 , (1.39), 1.50 , (2.10), 1.60 ,,,-0.2794%,,-0.7651%,0,2.7188%,8.9648%,11.9763%,,0.7235%,,0.5207%,,2.1777%,4.9243%,10.0826%,,-0.3579%,,-0.5686%,,0.4327%,2.9213%,4.3256%,,1,0,0,1
8/11/2025, 137.75 , 141.31 , 139.12 , 138.59 , 137.64 ,, (1.46), 3.56 , (2.19), (0.53), (0.95),,,-0.0799%,,0.1758%,0,1.4049%,6.8354%,12.2487%,,-2.5971%,,-2.3054%,,-0.6350%,1.1209%,7.0278%,,-1.0638%,,-0.9146%,,-0.6040%,0.2119%,3.5946%,,1,0,0,1
8/12/2025, 138.54 , 139.84 , 138.85 , 140.27 , 141.22 ,, 0.90 , 1.30 , (0.99), 1.42 , 0.95 ,,,1.9345%,,1.2530%,0,4.6999%,7.0504%,13.6825%,,0.9868%,,0.1553%,,0.5657%,1.6736%,7.1930%,,1.7069%,,1.2755%,,0.0735%,1.2687%,4.6423%,,1,0,0,1
